	B73-1	B73-2	B73-3	DK105-1	DK105-4	DK105-6	PH207-3	PH207-4	PH207-5	F2-1	F2-2	F2-5
ENSRNA049478144	1.243113	1.313317	1.677608	0.865042	0.457768	0.762251	0.403736	0.770462	2.488108	0.822744	1.640356	0.575518
ENSRNA049478147	0.579025	0.584482	0.758488	0.743582	0.164127	0.480767	0.248885	0.53083	1.0919	0.115221	0.298911	0.253604
ENSRNA049478153	1.215672	1.682303	1.736359	2.218338	1.751487	0.949223	0.912037	1.977342	3.092297	0.608767	0.721383	0.421809
ENSRNA049478156	2888.881011	2012.712447	2404.242175	1881.266379	151.55876	720.41688	1819.861226	2275.973116	2120.578987	797.411368	788.006279	293.428814
ENSRNA049478162	3.839177	4.515446	4.8943	3.549643	2.149695	3.01412	4.397268	7.948155	8.496653	3.397393	3.437773	4.364844
ENSRNA049478167	9.925558	17.80083	14.015158	12.82578	7.069891	5.812525	7.196474	18.685878	26.073259	4.715088	9.365276	5.709438
ENSRNA049478177	1.380111	2.028524	2.151428	2.085901	1.79015	1.613522	1.43028	4.210712	3.063388	1.024352	3.175165	1.614489
ENSRNA049478180	16937.48623	12421.67644	14772.87836	11619.85946	1107.132979	4918.12289	9953.332129	13715.54212	12568.3164	4725.219418	4976.699238	1885.700487
ENSRNA049478183	2.047741	3.605591	2.955819	3.858824	0.587197	1.620884	1.398651	2.078766	2.624467	1.517473	1.72132	0.17574
ENSRNA049478188	2.649059	3.527925	3.755567	2.921172	1.91678	1.752819	1.966968	3.994701	6.254882	0.61252	2.083975	2.236445
ENSRNA049478193	1.389767	1.000225	2.110458	3.287883	2.381136	2.196453	0.259534	1.377208	3.368044	0	1.019693	0.19323
ENSRNA049478201	10.342897	9.914219	12.212215	5.658179	4.978586	3.821112	3.423656	6.877931	13.724355	1.66316	4.176279	3.01447
ENSRNA049478203	0.737038	3.335747	2.114658	3.856744	5.952796	5.002156	2.472252	3.11789	2.539039	0.99531	2.041114	2.209517
ENSRNA049478205	0.25862	0.120289	0.822899	0.643922	0	0	0.215281	0.440337	0.850228	0	0.418124	0.15929
ENSRNA049478207	19310.78755	14760.56728	16515.63676	12792.08636	1270.584647	5493.53887	11103.59756	16399.57337	15421.97409	5394.605867	6344.173227	2161.377802
ENSRNA049478212	0.25431	0.786439	0.895209	0.256516	0.562133	0	0	0.785645	1.490264	0.565775	0	0
ENSRNA049478218	1.209554	4.054123	0.434001	1.713607	1.219983	1.631949	3.349943	4.598409	12.963411	3.488944	1.308569	1.183393
ENSRNA049478221	15324.88299	9098.226162	11879.79338	10306.15928	766.718155	3683.007523	9028.668363	10193.3306	11560.33268	4050.055708	3502.931323	1334.759428
ENSRNA049478226	19869.16122	15701.25416	17702.78189	13076.13949	1294.021918	5953.737627	11410.7571	17816.33329	15665.0618	5579.635149	6738.514308	2023.391101
ENSRNA049478227	2.62521	1.527904	1.491891	2.014581	0.529469	0.595076	0.863046	1.573835	2.076493	0	1.192552	0
ENSRNA049478230	0	0.442129	0	0.430874	0	0	0	0.464612	0.424041	0	1.066731	1.682022
ENSRNA049478234	0	5.90215	0.835332	1.595825	3.512139	0	0.622843	5.244232	6.476436	0	0	1.286313
ENSRNA049478239	2.82443	3.6859	0.888942	3.730791	0	2.196253	2.348041	1.858045	3.770591	0	1.079177	1.160828
ENSRNA049478241	0	0	0	0	0	0	168.522827	0	0	77.258323	0	0
ENSRNA049478247	0	0	0	0	3.798066	0	0	0	13.253982	0	0	0
ENSRNA049478252	0	1.514001	0	0	0	0	1.305129	0	1.354759	0	1.739139	0
ENSRNA049478260	0	1.375225	0	0	1.400773	1.594051	0	1.367349	0	0	0	0
ENSRNA049478262	0	8.192054	1.360497	0	4.587521	0	0	0	25.501441	0	1.826654	1.833193
ENSRNA049478267	1.914105	1.879394	2.934744	4.046684	0	0	6.222104	0	2.854524	1.931909	0	0
ENSRNA049478272	6.248937	0	5.076469	0	1.475747	0	0	0	2.633787	1.614104	0	0
ENSRNA049478275	1996.994955	1515.608242	4400.585652	1143.366877	535.668308	888.229771	1141.956872	1374.631932	14777.05158	901.085109	968.637701	537.672081
ENSRNA049478313	0	0	1.656167	0	1.880896	2.289524	3.784083	0	9.765659	0	0	2.560375
ENSRNA049478320	5.125046	1.652699	15.888399	0	0	0	5.493428	4.740069	1.318243	1.755421	1.828737	0
ENSRNA049478328	0	0	0	0	0	0	0	0	1.298158	0	0	0
ENSRNA049478333	1.547263	2.996782	0	0	0	0	0	0	2.609096	0	0	0
ENSRNA049478336	0	0	1.272528	0	0	0	0	0	2.631629	0	1.632523	0
ENSRNA049478343	0	0	1.570251	0	0	0	0	1.844257	6.176942	0	2.099027	0
ENSRNA049478350	0	0	0	0	0	0	0	0	3.294	0	0	0
ENSRNA049478355	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNA049478362	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNA049478368	0	0	0	0	0	0	0	3.522938	0	0	0	0
ENSRNA049478375	0	0	3.335921	0	0	0	0	0	3.056186	0	0	0
ENSRNA049478381	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNA049478387	3.397901	0	0	0	0	0	0	0	0	0	0	0
ENSRNA049478392	1203.295436	555.197157	830.427766	751.698063	66.758785	229.575085	730.735288	712.390979	765.192706	293.018327	263.141929	119.988596
ENSRNA049478400	0	0.196305	0.190637	0.205635	0.209632	0	0.342693	0.403299	0.197651	0.22653	0	0
ENSRNA049478409	0	0.239335	0	0	0	0	0	0	0.722572	0	0	0
ENSRNA049478420	46.6451	19.549416	31.78292	38.753954	37.812974	41.736683	108.218949	57.893659	129.209633	11.272598	10.71172	7.057816
ENSRNA049478426	88.077281	61.725572	81.943608	51.394106	105.308463	72.044468	118.412838	127.89416	105.154238	0	1.308358	0
ENSRNA049478428	7.694664	10.321281	19.113154	0	20.743431	7.767945	0	6.883927	9.97257	8.090991	14.290509	17.720678
ENSRNA049478438	3.815967	17.093777	6.329496	0	20.763934	7.76782	16.080796	13.689256	9.958637	3.994972	53.899548	4.396219
ENSRNA049478445	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNA049478455	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNA049479127	0	3.076952	0	13.075717	9.681438	10.852338	5.625806	29.675311	9.449028	18.126899	17.197225	4.002667
ENSRNA049479136	5.2474	0	0	0	0	0	0	0	0	0	25.224421	10.004926
ENSRNA049479153	5.2474	0	11.714204	3.362876	13.509894	9.289503	14.921698	28.64032	26.792584	0	12.61221	25.012316
ENSRNA049479158	0	3.736243	0	3.362876	5.236023	0	0	6.745942	16.07555	0	29.428491	10.004926
ENSRNA049479178	0	14.944974	0	0	20.264841	9.289503	11.191274	33.729708	5.358517	3.7366	21.020351	4.502217
ENSRNA049479185	0	18.978007	8.988973	6.725752	0	3.720248	2.901441	0	6.435223	3.7366	10.59463	0
ENSRNA049479186	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNA049479211	3.397901	15.384759	5.849927	0	6.454292	0	0	9.362405	3.149676	0	24.076115	12.008002
ENSRNA049479219	0	6.396391	6.047353	0	0	0	2.938908	12.973545	16.163497	15.131613	14.220569	4.171436
ENSRNA049479257	0.612395	1.100669	0.828628	0.912533	0	0.473751	0.576346	0.555933	1.49954	0.238421	0.747643	0.198106
ENSRNA049479261	6.595938	14.429916	7.394617	4.516181	2.789498	0.806465	7.380187	16.243684	16.272629	3.473387	5.833619	7.693184
ENSRNA049479276	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNA049479284	0	0	0	0	0	0	0	0	0	1.420761	2.830123	1.581262
ENSRNA049479292	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNA049479303	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNA049479317	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNA049479365	9.926038	17.248465	14.654876	4.778226	14.256872	17.980562	12.227816	18.634169	21.471436	12.294487	30.082628	9.754987
ENSRNA049479370	73.24327	145.947157	101.842139	55.574127	95.933599	74.025691	68.841405	120.602002	93.718847	150.507569	133.518071	127.296934
ENSRNA049479381	22.491918	13.277584	9.367759	10.74424	20.574228	3.881045	12.491985	36.965338	19.856074	11.888887	3.608811	8.649829
ENSRNA049479390	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNA049479402	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNA049479409	0	3.432482	9.605564	3.695248	0	0	0	41.353913	13.263384	12.235888	17.835948	22.170413
ENSRNA049479419	24.03833	12.578615	2.357914	12.881143	13.177037	20.302846	15.355416	30.049696	7.53307	62.513472	50.942214	18.975141
ENSRNA049479424	45.791599	20.512532	12.658992	21.843229	58.831148	7.76782	64.323184	54.757023	49.793183	19.974862	28.746426	8.792438
ENSRNA049479432	11.713278	12.915551	12.079953	9.387965	13.581305	2.116513	15.976077	55.043286	25.860688	12.421366	31.144298	20.715808
ENSRNA049479442	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNA049479449	23.183579	15.104799	11.475903	12.758254	9.499387	3.544556	43.864569	36.605762	52.335513	53.081184	20.263766	31.237295
ENSRNA049479456	13.729723	37.244671	17.700025	3.301105	26.055752	14.600309	17.05909	25.222609	28.616006	21.968031	38.184901	28.310283
ENSRNA049479461	3.914236	51.269057	28.316308	0	53.74078	38.85208	3.303979	81.695246	41.76578	12.315479	86.295432	64.073255
ENSRNA049479467	50.885063	44.433182	32.178901	0	13.778695	3.885208	16.519896	68.894803	46.150088	57.472235	35.359793	39.920164
ENSRNA049479509	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNA049479518	7.649946	48.087116	34.910757	3.655183	13.859365	7.767642	0	92.711371	79.741824	12.048203	68.110032	39.752622
ENSRNA049479540	2.629791	1.345074	1.371546	1.468435	0.679712	0.246026	0.535767	1.94719	4.478498	0	1.976233	0
ENSRNA049479546	1.300067	1.375102	1.771133	0.344889	0.293261	0.398577	1.619973	1.692994	3.556586	0.907183	0.509238	0.166265
ENSRNA049479549	2033.211481	1561.827369	4162.939779	1141.216975	671.66382	888.252294	1125.045914	1372.496874	12216.12416	901.099835	760.088973	537.680938
ENSRNA049479556	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNA049479649	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNA049479657	88.488634	290.786499	207.059171	124.402503	106.218832	104.335761	58.220275	180.610584	89.171181	72.818921	239.921863	145.706824
ENSRNA049479700	3.995246	32.264711	16.137745	15.150888	0.00222	0.008193	6.74468	17.082394	19.365525	6.18262	11.950391	6.62117
ENSRNA049479725	16.097251	6.554653	0	30.735121	0	7.448952	6.895405	26.153751	0	4.156349	6.497211	0
ENSRNA049479731	3.732888	0	1.725013	5.439931	1.517064	0	1.599657	5.803278	0	0	0	5.310848
ENSRNA049479739	3.732879	0	1.725013	5.439931	1.517064	0	1.599656	5.803278	0	0	0	5.310848
ENSRNA049479745	1.989858	24.790672	7.930516	18.923422	6.64609	3.730651	5.108883	18.331292	10.60408	6.158632	21.462435	6.606447
ENSRNA049479768	0	0	0	0	0	0	0	0	0	0.291821	0	1.273669
ENSRNA049479776	274.308823	560.539784	351.545739	238.321005	330.96955	211.022582	235.601858	488.28528	378.394362	101.423078	343.33254	383.062345
ENSRNA049479781	181.319882	127.907797	1137.342508	118.17206	30.811292	84.207433	180.006234	5.20E-05	1811.818354	91.250869	81.990172	22.540839
ENSRNA049479790	181.308881	127.907797	1008.993682	118.17206	30.810927	84.207433	179.997341	395.134547	4775.529187	91.250523	81.990172	22.540839
